Modelo,Dataset,Dataset_Train_Utilizado,Emissao_kg_CO2,Emissao_g_CO2,Tempo_s,Accuracy,F1_Macro,MCC,ROC_AUC_Macro
Wavelet + Random Forest,Signal_Feature,False,8.157111939041834e-05,0.08157111939041833,13.483739200048149,1.0,1.0,1.0,1.0
