timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-25T11:49:31,FFT_SVM_PQD,5d13893f-f48d-4c5a-8a23-0b011f0a2fc8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.05813269992359,2.6191828332887813e-05,1.4504173143549134e-06,43.14826974077209,5.147358059260525,10.0,0.00018663253333400004,4.042086567002112e-05,3.926445527758915e-05,0.0002663178542816103,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.3.0,12,AMD Ryzen 5 5600 6-Core Processor,1,1 x NVIDIA GeForce GTX 1070,-46.8608,-20.7447,15.927291870117188,machine,0.0,1.8461538461538463,52.04615384615385,8.289702782264122,N,1.0,0.0
