timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-13T14:01:39,FFT_SVM_PQD,ad1a28a1-ceaf-42ed-9cdf-8d35a464fb33,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.0805221000046,2.7895478525650033e-05,1.5428469582547582e-06,23.094012086758333,5.270708957790221,10.0,0.00019951675416700001,4.317003453599422e-05,4.095373805555735e-05,0.0002836405267585516,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.3.0,12,AMD Ryzen 5 5600 6-Core Processor,1,1 x NVIDIA GeForce GTX 1070,-46.8445,-20.7857,15.927291870117188,machine,4.285714285714286,1.1428571428571428,81.48571428571428,12.981368746076312,N,1.0,0.0
