Modelo,Emissao_kg_CO2,Emissao_g_CO2,Tempo_s,Accuracy,F1_Macro,MCC,ROC_AUC_Macro
Wavelet + SVM,7.295904613561282e-05,0.07295904613561281,13.557926700101234,1.0,1.0,1.0,1.0
