id,classe,vizinho_mais_proximo,classe_vizinho,distancia,mesma_classe
normal_036,normal,normal_085,normal,7.775316321177705,True
normal_037,normal,normal_081,normal,8.616570936806204,True
normal_038,normal,normal_094,normal,8.542257785625742,True
normal_039,normal,normal_067,normal,8.232995728099995,True
normal_040,normal,normal_075,normal,8.71997954865315,True
normal_041,normal,normal_086,normal,8.576903438813979,True
normal_042,normal,normal_091,normal,9.134289724504685,True
normal_043,normal,normal_088,normal,8.935767470599721,True
normal_044,normal,normal_080,normal,9.29166413340566,True
normal_045,normal,normal_073,normal,8.463917367474954,True
normal_046,normal,normal_098,normal,8.706894460508607,True
normal_047,normal,normal_084,normal,8.34031737053952,True
normal_048,normal,normal_073,normal,8.413543434766684,True
normal_049,normal,normal_074,normal,7.8823485226841985,True
normal_050,normal,normal_085,normal,8.792398289379529,True
normal_051,normal,normal_078,normal,8.259730624950386,True
normal_052,normal,normal_083,normal,8.587885119497615,True
normal_053,normal,normal_070,normal,8.03871324450499,True
normal_054,normal,normal_072,normal,9.076648010017287,True
normal_055,normal,normal_096,normal,7.884242804245251,True
normal_056,normal,normal_088,normal,8.284625186207963,True
normal_057,normal,normal_096,normal,8.651090778219011,True
normal_058,normal,normal_089,normal,9.356618217650025,True
normal_059,normal,normal_085,normal,8.699950619055588,True
normal_060,normal,normal_075,normal,8.728531231427294,True
normal_061,normal,normal_087,normal,8.52947956168714,True
normal_062,normal,normal_085,normal,8.131026768044832,True
normal_063,normal,normal_067,normal,8.688006184821948,True
normal_064,normal,normal_092,normal,9.104220246316881,True
normal_065,normal,normal_081,normal,8.167198219649794,True
normal_066,normal,normal_070,normal,8.272890867114297,True
normal_067,normal,normal_085,normal,3.4497808937248964,True
normal_068,normal,normal_091,normal,3.5198647062282062,True
normal_069,normal,normal_086,normal,3.611751704997055,True
normal_070,normal,normal_091,normal,3.2802235639424806,True
normal_071,normal,normal_075,normal,3.4400178379532798,True
normal_072,normal,normal_082,normal,3.6071909769532517,True
normal_073,normal,normal_081,normal,3.4496917315003484,True
normal_074,normal,normal_076,normal,3.4663795101233164,True
normal_075,normal,normal_096,normal,3.358795416031412,True
normal_076,normal,normal_074,normal,3.4663795101233164,True
normal_077,normal,normal_085,normal,3.677881096485527,True
normal_078,normal,normal_075,normal,3.402313699189515,True
normal_079,normal,normal_096,normal,3.647253904701681,True
normal_080,normal,normal_085,normal,3.499786035028739,True
normal_081,normal,normal_091,normal,3.295059116817138,True
normal_082,normal,normal_091,normal,3.38088737624166,True
normal_083,normal,normal_085,normal,3.6945518597382647,True
normal_084,normal,normal_089,normal,3.4878650542355527,True
normal_085,normal,normal_089,normal,3.411605315822787,True
normal_086,normal,normal_075,normal,3.392387574529487,True
normal_087,normal,normal_081,normal,3.4141580560230866,True
normal_088,normal,normal_070,normal,3.3335836765564775,True
normal_089,normal,normal_075,normal,3.3600999224078203,True
normal_090,normal,normal_085,normal,3.4943448888777224,True
normal_091,normal,normal_070,normal,3.2802235639424806,True
normal_092,normal,normal_075,normal,3.40827373849259,True
normal_093,normal,normal_080,normal,3.544840544931647,True
normal_094,normal,normal_075,normal,3.3690410668537996,True
normal_095,normal,normal_091,normal,3.44691418399925,True
normal_096,normal,normal_075,normal,3.358795416031412,True
normal_097,normal,normal_091,normal,3.46002784021585,True
normal_098,normal,normal_081,normal,3.5781657787661,True
normal_099,normal,normal_081,normal,3.556565418763131,True
notch_000,notch,notch_096,notch,31.551751476146535,True
notch_001,notch,notch_059,notch,32.8701137450864,True
notch_002,notch,notch_091,notch,34.866055324720335,True
notch_003,notch,notch_067,notch,30.780180363554088,True
notch_004,notch,notch_071,notch,29.373750255796303,True
notch_005,notch,notch_046,notch,30.535728955769006,True
notch_006,notch,notch_089,notch,28.07736067503546,True
notch_007,notch,normal_071,normal,29.413315825644727,False
notch_008,notch,notch_099,notch,29.462034282110874,True
notch_009,notch,normal_065,normal,29.47446173115013,False
notch_010,notch,notch_046,notch,30.948187419106336,True
notch_011,notch,normal_082,normal,26.892413217608222,False
notch_012,notch,notch_068,notch,30.417734984881537,True
notch_013,notch,notch_071,notch,32.00986737889124,True
notch_014,notch,notch_081,notch,38.76081517650604,True
notch_015,notch,notch_085,notch,31.441218630342536,True
notch_016,notch,notch_070,notch,31.483056499185356,True
notch_017,notch,normal_072,normal,30.835483331873796,False
notch_018,notch,notch_062,notch,28.67743271260105,True
notch_019,notch,notch_086,notch,27.172526129045675,True
notch_020,notch,notch_073,notch,30.67169098168206,True
notch_021,notch,normal_062,normal,28.54617591909734,False
notch_022,notch,notch_054,notch,28.123939847111963,True
notch_023,notch,normal_095,normal,26.79262881833867,False
notch_024,notch,notch_090,notch,29.433698933755952,True
notch_025,notch,notch_059,notch,31.87387026988642,True
notch_026,notch,notch_095,notch,26.7715892743341,True
notch_027,notch,notch_096,notch,31.216909802475815,True
notch_028,notch,notch_092,notch,31.478488561647882,True
notch_029,notch,notch_081,notch,26.461846469504017,True
notch_030,notch,notch_078,notch,27.95910689218723,True
notch_031,notch,notch_058,notch,35.100982886332126,True
notch_032,notch,notch_054,notch,30.311506293760324,True
notch_033,notch,notch_099,notch,31.70857260919186,True
notch_034,notch,normal_083,normal,10.325938911932182,False
notch_035,notch,notch_063,notch,23.463567198962252,True
notch_036,notch,notch_063,notch,25.624247228608326,True
notch_037,notch,notch_067,notch,18.920886182122512,True
notch_038,notch,notch_071,notch,19.29534110920499,True
notch_039,notch,notch_065,notch,14.499141970045837,True
notch_040,notch,notch_061,notch,14.037961546034534,True
notch_041,notch,notch_080,notch,27.596993095646123,True
notch_042,notch,notch_096,notch,12.525135363255268,True
notch_043,notch,notch_073,notch,22.488039602419867,True
notch_044,notch,notch_062,notch,16.47279691644924,True
notch_045,notch,notch_087,notch,14.080802060855769,True
notch_046,notch,normal_098,normal,17.928029262509902,False
notch_047,notch,notch_043,notch,24.42248177249097,True
notch_048,notch,notch_095,notch,19.29290276910144,True
notch_049,notch,notch_098,notch,16.80444595871839,True
notch_050,notch,notch_079,notch,19.522483351341027,True
notch_051,notch,notch_040,notch,16.596345651811447,True
notch_052,notch,notch_069,notch,14.790200713519571,True
notch_053,notch,notch_045,notch,15.791582708305913,True
notch_054,notch,notch_078,notch,16.00192128453862,True
notch_055,notch,notch_096,notch,23.55990737501216,True
notch_056,notch,notch_083,notch,16.825620275276524,True
notch_057,notch,notch_046,notch,18.41794331725384,True
notch_058,notch,notch_044,notch,20.50228270067789,True
notch_059,notch,notch_098,notch,17.93262043193823,True
notch_060,notch,notch_091,notch,19.762419131539232,True
notch_061,notch,normal_092,normal,11.074368620647702,False
notch_062,notch,notch_044,notch,16.47279691644924,True
notch_063,notch,notch_035,notch,23.463567198962252,True
notch_064,notch,notch_087,notch,18.070865509541996,True
notch_065,notch,normal_085,normal,11.188488800865846,False
notch_066,notch,notch_090,notch,23.191329776444377,True
notch_067,notch,notch_086,notch,13.840687992225218,True
notch_068,notch,notch_070,notch,15.396283409722606,True
notch_069,notch,notch_074,notch,12.365337460642547,True
notch_070,notch,normal_081,normal,14.058045491830889,False
notch_071,notch,normal_089,normal,17.99946949780743,False
notch_072,notch,notch_087,notch,16.55149203331033,True
notch_073,notch,notch_092,notch,21.226486908533985,True
notch_074,notch,notch_069,notch,12.365337460642547,True
notch_075,notch,notch_090,notch,14.505558328720689,True
notch_076,notch,notch_074,notch,13.869173712143864,True
notch_077,notch,notch_081,notch,17.88972332290336,True
notch_078,notch,notch_079,notch,15.107746596308306,True
notch_079,notch,notch_078,notch,15.107746596308306,True
notch_080,notch,notch_077,notch,22.395557691473517,True
notch_081,notch,notch_088,notch,11.68557983880432,True
notch_082,notch,notch_052,notch,17.093586475423997,True
notch_083,notch,notch_089,notch,14.045947695665516,True
notch_084,notch,notch_088,notch,20.647448829523796,True
notch_085,notch,notch_099,notch,8.43418558515206,True
notch_086,notch,normal_080,normal,12.841036947785971,False
notch_087,notch,normal_091,normal,13.976530702262917,False
notch_088,notch,normal_082,normal,9.540098380631663,False
notch_089,notch,notch_083,notch,14.045947695665516,True
notch_090,notch,notch_075,notch,14.505558328720689,True
notch_091,notch,normal_081,normal,17.265558362717705,False
notch_092,notch,notch_073,notch,21.226486908533985,True
notch_093,notch,notch_049,notch,18.931461378497318,True
notch_094,notch,notch_075,notch,18.303798250401414,True
notch_095,notch,normal_088,normal,17.19643112755428,False
notch_096,notch,notch_042,notch,12.525135363255268,True
notch_097,notch,notch_076,notch,18.020345019885884,True
notch_098,notch,notch_061,notch,16.414506802479764,True
notch_099,notch,notch_085,notch,8.43418558515206,True
sag_000,sag,sag_080,sag,30.099563140772368,True
sag_001,sag,sag_059,sag,29.40492243598642,True
sag_002,sag,sag_079,sag,36.13196590180062,True
sag_003,sag,sag_073,sag,27.050797082984353,True
sag_004,sag,sag_085,sag,28.41513820284715,True
sag_005,sag,sag_081,sag,29.40637535921386,True
sag_006,sag,sag_078,sag,26.085129104899092,True
sag_007,sag,sag_058,sag,27.1685973323241,True
sag_008,sag,sag_084,sag,29.01553746413623,True
sag_009,sag,sag_047,sag,27.420534848015205,True
sag_010,sag,sag_067,sag,26.70105377403442,True
sag_011,sag,sag_035,sag,26.758236063357366,True
sag_012,sag,sag_098,sag,28.83731013916388,True
sag_013,sag,sag_091,sag,27.652735561598256,True
sag_014,sag,sag_098,sag,28.030609225148112,True
sag_015,sag,sag_061,sag,28.188770111630674,True
