grupos_duplicados_exatos,linhas_duplicadas_extras,grupos_duplicados_com_classes_diferentes,pureza_1NN_sinal_bruto,distancia_1NN_min,distancia_1NN_mediana,distancia_1NN_media
0,0,0,0.8428571428571429,3.2802235639424806,15.819571525412686,19.47053301203459
