0.05199,0.020581,0.014081,0.011664,0.0099163,0.0090512,0.017922,0.058155,0.028387,0.62642,0.53051,0.17964,0.082008,0.010358
0.051693,0.020326,0.013617,0.011347,0.0095349,0.0085094,0.017538,0.059175,0.027789,0.62565,0.52903,0.18074,0.082685,0.010312
0.051324,0.020023,0.013098,0.010991,0.0091315,0.0079375,0.017086,0.060205,0.027132,0.62482,0.52757,0.18188,0.083317,0.010245
0.050891,0.01968,0.012546,0.010614,0.0087317,0.0073788,0.016578,0.061221,0.026432,0.62428,0.52618,0.18305,0.083892,0.010161
0.050385,0.019292,0.011958,0.010219,0.0083465,0.0068588,0.016009,0.062246,0.025675,0.62376,0.52481,0.18426,0.084421,0.010061
0.049873,0.018905,0.011406,0.0098501,0.0080177,0.0064483,0.015451,0.063155,0.024956,0.62319,0.52364,0.18536,0.084843,0.0099427
0.049273,0.018453,0.010804,0.0094449,0.0076895,0.0060891,0.014811,0.064096,0.024159,0.62255,0.52246,0.18654,0.085229,0.0097775
0.04863,0.017974,0.010208,0.009046,0.0074032,0.0058406,0.014144,0.065003,0.023344,0.62211,0.52136,0.1877,0.085551,0.0095822
0.047883,0.017424,0.0095794,0.0086342,0.0071554,0.0057165,0.013394,0.065961,0.022436,0.6216,0.52025,0.18895,0.085839,0.0093473
0.047263,0.016967,0.0090957,0.0083142,0.0069861,0.0056934,0.012784,0.066686,0.021708,0.6211,0.51944,0.18992,0.086014,0.0091265
0.046473,0.016376,0.0085171,0.007921,0.0067936,0.0057186,0.012016,0.067531,0.020806,0.62082,0.51853,0.19107,0.086167,0.0088042
0.045637,0.015755,0.0079707,0.0075512,0.0066457,0.0058228,0.011228,0.068361,0.019878,0.62045,0.51768,0.19223,0.086267,0.0084524
0.044783,0.015123,0.0074824,0.00722,0.0065402,0.0059728,0.01045,0.06915,0.018955,0.6201,0.51691,0.19335,0.086315,0.0080847
0.043925,0.014487,0.0070565,0.0069252,0.0064606,0.0061292,0.0096916,0.069892,0.018047,0.61983,0.51622,0.19442,0.086313,0.0077034
0.043037,0.013829,0.0066816,0.0066548,0.0063914,0.0062704,0.0089333,0.070613,0.017126,0.61951,0.51558,0.19547,0.086266,0.0072979
0.042147,0.013167,0.006369,0.0064139,0.006324,0.0063737,0.0082002,0.071293,0.016219,0.61929,0.51501,0.19649,0.086176,0.0068826
0.041188,0.012452,0.0061036,0.0061889,0.0062507,0.0064385,0.0074444,0.071989,0.015256,0.61916,0.51446,0.19754,0.086038,0.0064341
0.040346,0.011821,0.0059208,0.0060097,0.00617,0.006438,0.0068112,0.072568,0.014422,0.61886,0.51404,0.19843,0.085884,0.0060367
0.039449,0.011141,0.0057625,0.0058227,0.0060505,0.0063624,0.0061648,0.073155,0.013541,0.61868,0.51364,0.19934,0.085686,0.0056031
0.038482,0.010403,0.0056404,0.0056377,0.0058978,0.0062143,0.0055138,0.073762,0.012599,0.61855,0.51325,0.20029,0.085439,0.005144
0.037572,0.0097059,0.0055652,0.0054775,0.0057309,0.0060139,0.0049544,0.074311,0.011719,0.61844,0.51293,0.20117,0.085178,0.0047283
0.03673,0.0090529,0.0055123,0.0053259,0.0055412,0.0057618,0.0044846,0.0748,0.010908,0.61839,0.51267,0.20195,0.08491,0.0043523
0.036,0.008476,0.0054607,0.0051748,0.0053323,0.0054752,0.0041125,0.075209,0.010205,0.61828,0.51247,0.20262,0.084654,0.0040233
0.035358,0.0079544,0.0053936,0.0050099,0.0050975,0.005155,0.003806,0.075559,0.0095843,0.61821,0.51232,0.2032,0.08441,0.0037189
0.03451,0.0072493,0.0052856,0.0047613,0.0047328,0.0046563,0.0034484,0.076009,0.0087609,0.61817,0.51215,0.20394,0.084061,0.0033156
