Accuracy,Precision_macro,Recall_macro,F1_macro,Balanced_accuracy,MCC,Cohen_Kappa,ROC_AUC_macro,Log_Loss,Tempo_total_s
0.8371428571428572,0.8281036723750851,0.8371428571428572,0.8316678644378506,0.8371428571428572,0.8103724710443562,0.81,0.9771261904761904,0.27947711457083,15.015840700012632
