Accuracy,Precision_macro,Recall_macro,F1_macro,MCC,Cohen_Kappa,ROC_AUC_macro,Log_Loss
0.8528571428571429,0.8496471485790578,0.852857142857143,0.8508111279077637,0.8285483892773845,0.8283333333333334,0.9754250000000001,0.2703524666082663
