Modelo,Emissao_kg_CO2,Emissao_g_CO2,Tempo_s,Accuracy,F1_Macro,MCC,ROC_AUC_Macro
Wavelet + SVM,7.194405635956967e-05,0.07194405635956967,13.511865800013766,1.0,1.0,1.0,1.0
