Modelo,Dataset,Dataset_Train_Utilizado,Emissao_kg_CO2,Emissao_g_CO2,Tempo_s,Accuracy,F1_Macro,MCC,ROC_AUC_Macro
Wavelet + Random Forest,Signal_Feature,False,7.77842772093115e-05,0.0777842772093115,14.154765100014629,1.0,1.0,1.0,1.0
