Modelo,Dataset,Dataset_Train_Utilizado,Emissao_kg_CO2,Emissao_g_CO2,Tempo_s,Accuracy,F1_Macro,MCC,ROC_AUC_Macro
Wavelet + Random Forest,Signal_Feature,False,7.318568339741571e-05,0.07318568339741571,13.110743999946862,1.0,1.0,1.0,1.0
