timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-25T12:09:14,Wavelet_RandomForest_PQD,13cfa984-5104-4685-a8af-2558e3711df2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.1232403999893,7.318568339741571e-05,5.576799720705824e-06,45.42102004164281,9.803426256000183,10.0,0.000176313454166,3.79475303580179e-05,3.596892694476992e-05,0.00025022991146878785,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.3.0,12,AMD Ryzen 5 5600 6-Core Processor,1,1 x NVIDIA GeForce GTX 1070,-46.8608,-20.7447,15.927291870117188,machine,0.0,4.0,49.684615384615384,7.912217653714693,N,1.0,0.0
