timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-13T13:58:56,FFT_SVM_PQD,1604c2a3-f172-4280-b2e7-7f8612946519,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.312121800001478,2.8979575124267944e-05,1.500589910543425e-06,54.64317944959574,6.914707023241924,10.0,0.00020718953750000003,4.434892436799842e-05,4.3125131944462834e-05,0.0002946635938124613,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.3.0,12,AMD Ryzen 5 5600 6-Core Processor,1,1 x NVIDIA GeForce GTX 1070,-46.8445,-20.7857,15.927291870117188,machine,0.0,1.8666666666666667,81.27333333333333,12.945121765136719,N,1.0,0.0
