Modelo,Dataset,Dataset_Train_Utilizado,Emissao_kg_CO2,Emissao_g_CO2,Tempo_s,Accuracy,F1_Macro,MCC,ROC_AUC_Macro
Wavelet + Random Forest,Signal_Feature,False,1.773311836196791e-05,0.01773311836196791,11.022578100004466,1.0,1.0,1.0,1.0
