timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2026-08-10T22:57:59,Wavelet_RandomForest_PQD,ae4d903b-9991-4f8f-ab62-ae0949c51bcb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.730379197746515,4.151878071437532e-05,1.910633051386462e-06,60.0,0.0,10.0,0.0003621597832068,0.0,6.000213888991211e-05,0.0004221619220967,0.0,Brazil,BRA,minas gerais,Windows-11-10.0.22621-SP0,3.12.10,3.1.1,8,AMD Ryzen 5 2500U with Radeon Vega Mobile Gfx,-45.0436,-21.267,6.9029083251953125,machine,N,1.0,0.0,,
2026-08-11T19:57:20,Wavelet_RandomForest_PQD,f4a2292b-564d-4225-91ac-50b733d0c8f9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.447644598782063,3.716187945512915e-05,1.910867882553575e-06,60.0,0.0,10.0,0.00032411619008829195,0.0,5.374486916181114e-05,0.00037786105925010315,0.0,Brazil,BRA,minas gerais,Windows-11-10.0.22621-SP0,3.12.10,3.1.1,8,AMD Ryzen 5 2500U with Radeon Vega Mobile Gfx,-45.0436,-21.267,6.9029083251953125,machine,N,1.0,0.0,,
