timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-08-10T21:25:49,PQD_FFT_SVM,c041c4e9-ef98-4154-9ce0-a38da9d63180,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,41.0178708024323,7.83628262722586e-05,1.910455729155298e-06,60.0,0.0,10.0,0.0006836073250820237,0.0,0.00011318392916065124,0.000796791254242675,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.22621-SP0,3.12.10,3.1.1,8,AMD Ryzen 5 2500U with Radeon Vega Mobile Gfx,,,-45.0436,-21.267,6.9029083251953125,machine,N,1.0,0.0
